Age,Mortality Rate,survival_rate,lx
101,0.39558799944950446,0.6044120005504956,0.0041585423895126455
102,0.4198004970708005,0.5801995029291995,0.0024127842273052426
103,0.4445912184072173,0.5554087815927826,0.0013400815479338883
104,0.46981582329306226,0.5301841767069377,7.104900322114873e-4
105,0.495312205562643,0.504687794437357,3.585756473265423e-4
106,0.5209182590502669,0.4790817409497331,1.7178704538337738e-4
107,0.5466598091228971,0.45334019087710287,7.787797194431384e-5
108,0.572585316883202,0.427414683116798,3.328618870035778e-5
109,0.5985457271093266,0.40145427289067337,1.3362882682003881e-5
110,0.624392160239136,0.375607839760864,5.019203497165338e-6
111,0.6543991193910547,0.34560088060894534,1.7346411485758389e-6
112,0.6842428906626684,0.3157571093373316,5.477252748118956e-7
113,0.7138865855126811,0.28611341448731886,1.5671154857743653e-7
114,0.7432938423789581,0.2567061576210419,4.0228819490156984e-8
115,0.7724281240396442,0.22757187596035577,9.154947919045547e-9
116,0.8014137975768235,0.19858620242317648,1.8180463406252174e-9
117,0.8303994711140026,0.16960052888599741,3.0834162090928906e-10
118,0.8593851446511818,0.14061485534881824,4.335741242217983e-11
119,0.88837081818836094,0.11162918181163906,4.83995247415773e-12
120,1,0,0
